stride_length,stride_time,cadence,accel_x,accel_y,accel_z,gyro_alpha,gyro_beta,label
0.7086204231595642,1.1780720988017424,1.7990061908137862,0.5038367359055337,0.48447166102891487,0.556713638549167,0.03950731311781744,0.08565179820344251,1
0.8258079727762087,1.1840739368123903,1.7853168167244533,0.4813248263120722,0.5204567446887893,0.6054012197720811,0.057517845559778916,0.03922123727638822,0
0.7677196449207693,1.2332611074174873,1.8246144654359209,0.46521822093321896,0.5320002406876746,0.5850788677133703,0.08146476973112582,0.06946129662768928,1
0.7449864575904944,1.2044014105929997,1.8361952689952508,0.4254919298703829,0.5110601992661871,0.5381998356301793,0.040862344688044526,0.08835355587821897,0
0.7557329720405971,1.2013930964446844,1.7592043157706025,0.4723876069808166,0.5193645254342323,0.6148976416991638,0.030766652951409977,0.05657450982991817,1
0.7574815105113226,1.2473235983929043,1.7971411340283914,0.4583706457731102,0.5182368952914962,0.5555982736946908,0.02660699156348415,0.05582269978694923,1
0.7822089524957931,1.1692045410176681,1.8039890902244062,0.4289963755518248,0.5358513988677452,0.5043043928564868,0.023232344581852353,0.06131635625193563,1
0.7969657208770302,1.1980274921678102,1.783344014199204,0.5064347120832177,0.4565595829875127,0.4840358213013976,0.053200433501599975,0.03493837326942167,1
0.7193630154860786,1.2212506934189806,1.807314021413136,0.43307764107789815,0.46159086803987315,0.5761737198484044,0.059506035338759825,0.047024724086618515,1
0.8053991098814299,1.1678974570102154,1.7542342448722579,0.4292427579035627,0.49863241950933507,0.5573001834796808,0.032762918264310104,0.06056166189542891,1
0.7124538172742867,1.2433129381221977,1.797535464648223,0.48351887494764384,0.5102817603913311,0.5637025965746135,0.057093018406966116,0.06343125680051945,0
0.7692816827960263,1.2398745759039729,1.8058956350910442,0.4712701127276554,0.4973079291713832,0.5932035164634842,0.01970823093822191,0.10402821298732447,1
0.7487952614806697,1.1570767469364585,1.8038431324473236,0.4295684502757536,0.5252193064696618,0.5304212806209283,0.02661449700355661,-0.006686221928365925,0
0.7364308104225277,1.1272836202011312,1.7524829152954284,0.47281243968432896,0.523574004759525,0.562763726853549,0.010990715706123613,0.04856865931574061,1
0.749891923827283,1.1652490593242237,1.8451019490530145,0.47632086871727014,0.4933710747851101,0.550806575169836,0.04625148423842657,-0.011252046052728712,1
0.7425846785243821,1.179540472560066,1.7699513997031526,0.44156699121342136,0.5539305958054856,0.5692252858380104,0.022864630306516098,0.06717748344068476,1
0.7919806630975801,1.227739010487383,1.8017889110976053,0.4305918966688328,0.5209466994084077,0.5618045615626526,0.06685579660083196,0.06905515405045909,0
0.78148658145958,1.183942943653183,1.83952182196903,0.455927988140772,0.562257826178758,0.529324365457313,0.09207891409495747,0.055937323503879435,0
0.7304574598915665,1.1854834249783703,1.7903895807541705,0.4627249783920575,0.515685064641065,0.5327889998818427,0.039269362232170514,0.11426811075835591,0
0.8018262951030213,1.213089710090221,1.8011401043450461,0.45360093980154786,0.5184055391819125,0.5193162230440479,0.03227870387729965,-5.7522216327675346e-05,1
0.7619766936781583,1.2194158781910822,1.7855044061310188,0.497219602898701,0.46322703010992977,0.5060687535937054,0.04673355455679916,0.08141294907836463,0
0.8005178307437361,1.1862334721139318,1.8323604250029388,0.4488447459149788,0.4948211810017754,0.5765097981246002,0.05956968635240259,0.0027082352904725243,1
0.7942962104917769,1.2414027406244235,1.7812331189547141,0.4618741060031223,0.5148209055884821,0.5578202129747173,0.023490845384637398,0.029851298961858456,1
0.7492333778702567,1.2351818705777808,1.816308004637833,0.43888157003741685,0.5231509613194504,0.4645437213810978,0.0744629710111631,-0.002191413363342984,0
0.7391267717579061,1.1664099031612156,1.7611595557283728,0.4848248036213556,0.48596896396064326,0.5603951164519215,0.03859238263362448,0.06431122481669364,1
0.7523046567318077,1.1615102332743428,1.8298880045834143,0.43518730250516063,0.45330254304020745,0.5371565451710226,0.08502279371902932,0.07550665226340479,1
0.7395404359677642,1.189522268870447,1.7903509484634785,0.5123024395068252,0.5114580635669466,0.5629012494157322,0.07090850362095527,0.05716367477079541,1
0.7422287356253789,1.1941095045274506,1.7978519622175781,0.4488833329047048,0.5218288863091094,0.551558376574219,0.06197920231646738,0.04757850259674253,1
0.7523590557094827,1.1400539794640367,1.8274898302410745,0.4603946542769398,0.5299403032957896,0.4631123386541894,0.10265124114342183,0.04581231115534479,1
0.7832454845021255,1.168802822186234,1.8183832171518772,0.41839753310479033,0.48128693117912585,0.6074209406160036,0.0342795279770996,0.056522986195391686,1
0.7761020319206626,1.2148704566391781,1.8045125671543074,0.4609488300739868,0.5721024675571482,0.5482714360889925,0.046032971401449026,0.08151963188022837,1
0.7831657779887395,1.2356109091668113,1.8191619066608755,0.4157098526180855,0.5490029459690329,0.5156096382094394,0.049079063957171,0.027371724499419266,1
0.7480758496022102,1.2098628723091043,1.8096407164635082,0.46265762262705856,0.5484113380717595,0.5636060290454195,0.032675300941280544,0.07892261504865072,0
0.7856841146677392,1.1631717655458902,1.8179220020954958,0.47103518226932695,0.49107309489920026,0.5912712043993487,0.0354983323890242,0.05376729360414627,1
0.7448078452714839,1.200467371427444,1.767111747393144,0.4067984735221712,0.5478351518967491,0.5245911595504502,0.010258229516310786,-0.014601703408111441,0
0.7308311475693149,1.1603073061977751,1.8492604548040912,0.480294512680279,0.4793554896446683,0.6175730741603294,0.06945296460974783,0.04025505849474133,1
0.6750178285537928,1.2687282771777222,1.7583128259970922,0.40063803759129324,0.5306771129602892,0.6231925721901782,0.08152818455531555,0.06691727360157079,1
0.7678426302499586,1.2256024667634091,1.822767857693603,0.4584357427190813,0.5031260331185563,0.5481222061630143,0.017381062333999713,0.04157974769399678,1
0.6992112955741384,1.1970498111961574,1.7703422667854725,0.41689232048352687,0.5053968245346043,0.591760068590338,0.06754949818006939,0.0028849818913046915,1
0.7203111559028899,1.2282231356396465,1.7705253781938508,0.4432610055000893,0.5165015629707366,0.520949666354091,0.043161265184378794,0.009979235152453872,1
0.7319589706814635,1.209593458024276,1.75221018799405,0.46321424213881196,0.4994108660321996,0.5665746986325145,0.046717424021939846,0.09092421289921532,1
0.7537567350794372,1.1871178337662425,1.8036689250909685,0.46629894087109164,0.5014658021097711,0.5512177507361166,0.01894024936579734,0.03011297247347156,0
0.7079218418460091,1.2524873022956082,1.7626841029382614,0.4292128440661228,0.4784477820329241,0.5768477313083333,0.031151509651239168,0.08743226218021202,0
0.7297952812726839,1.208369824866714,1.7749395884022072,0.5143544738332017,0.46437204742911464,0.5592946213068108,0.05901330642796296,0.06241397292354495,1
0.7444413702336687,1.1961053790079972,1.8013143441593733,0.4455899399511454,0.5289163735038472,0.6163156900477406,0.023275246449764996,0.008905910612627667,0
0.7473515385494623,1.2773912801296294,1.775889762960908,0.499173504163322,0.5503310244222932,0.5333923527487602,0.057069492375558264,0.09885189869385613,1
0.7386261677703754,1.1938925891969292,1.7825495725815408,0.419557298079214,0.4805216736480198,0.5132817919971323,0.041022504047776784,0.02690080306824075,0
0.7570135773537224,1.1533231306138911,1.8099264069664338,0.47500586884826773,0.44018793072285634,0.5612216970954272,0.07683006977419876,0.013710769439263838,1
0.8001771716051311,1.2125705702809813,1.7788496443272477,0.4483269276702688,0.5167498073756517,0.5522801617423724,0.05616267977339108,0.022379792207619015,1
0.7550808247210823,1.1575885650928506,1.796663218159539,0.4228827707560563,0.477934101722307,0.5870827952563131,0.07273930361782807,0.06827414362721532,1
